halfYear,isHoliday,partOfDay,weatherA,weatherB,SA2_Name,SA3_Name,trafficCount,population,crashesCount
2020H2,0,Day,Light rain,Null,Birkdale North,Birkdale,5041845.951086956,1600750.0,2
2020H2,0,Day,Light rain,Null,Birkenhead North,Birkenhead ,5041845.951086956,1600750.0,3
2020H2,0,Day,Light rain,Null,Birkenhead North West,Birkenhead ,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Blockhouse Bay Central,Blockhouse Bay ,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Blockhouse Bay North,Blockhouse Bay ,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Botany Junction,East Tamaki,5041845.951086956,1600750.0,3
2020H2,0,Day,Light rain,Null,Buckland,Pukekohe South,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Bucklands Beach Central,Bucklands Beach ,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Bucklands Beach South,Bucklands Beach ,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Clendon Park North,Clendon Park ,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Clover Park South,Clover Park ,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Coatesville,Coatesville-Riverhead,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Dairy Flat North,Dairy Flat,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Dairy Flat South,Dairy Flat,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Dannemora North-Shamrock Park,Dannemora,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Dingwall,Papatoetoe,5041845.951086956,1600750.0,2
2020H2,0,Day,Light rain,Null,Dome Valley-Matakana,Rodney North,5041845.951086956,1600750.0,3
2020H2,0,Day,Light rain,Null,Donegal Park West,Flat Bush,5041845.951086956,1600750.0,3
2020H2,0,Day,Light rain,Null,Drury East,Drury,5041845.951086956,1600750.0,2
2020H2,0,Day,Light rain,Null,East Tamaki,East Tamaki,5041845.951086956,1600750.0,3
2020H2,0,Day,Light rain,Null,Eden Terrace,Eden Terrace,5041845.951086956,1600750.0,2
2020H2,0,Day,Light rain,Null,Ellerslie Central,Ellerslie,5041845.951086956,1600750.0,5
2020H2,0,Day,Light rain,Null,Ellerslie South,Ellerslie,5041845.951086956,1600750.0,2
2020H2,0,Day,Light rain,Null,Ellerslie West,Ellerslie,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Epsom Central-North,Epsom ,5041845.951086956,1600750.0,3
2020H2,0,Day,Light rain,Null,Epsom Central-South,Epsom ,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Epsom North,Epsom ,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Epsom South,Epsom ,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Fairview Heights,Fairview Heights,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Favona North,Favona ,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Favona West,Favona ,5041845.951086956,1600750.0,3
2020H2,0,Day,Light rain,Null,Ferguson,Otara,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Forrest Hill North,Forrest Hill ,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Forrest Hill West,Forrest Hill ,5041845.951086956,1600750.0,2
2020H2,0,Day,Light rain,Null,Freemans Bay,Freemans Bay,5041845.951086956,1600750.0,2
2020H2,0,Day,Light rain,Null,Fruitvale,New Lynn ,5041845.951086956,1600750.0,3
2020H2,0,Day,Light rain,Null,Glamorgan,Torbay-Waiake,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Glen Eden Konini,Glen Eden,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Glen Eden North,Glen Eden,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Glen Eden Rosier,Glen Eden,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Glen Innes West,Glen Innes-Wai O Taiki Bay,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Glenavon,Avondale (Auckland),5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Glenbrook,Franklin West,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Glendene North West,Glendene,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Glenfield Central,Glenfield ,5041845.951086956,1600750.0,2
2020H2,0,Day,Light rain,Null,Glenfield North,Glenfield ,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Glenfield South West,Glenfield ,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Glenfield West,Glenfield ,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Goodwood Heights West,Goodwood Heights,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Grafton,Grafton,5041845.951086956,1600750.0,3
2020H2,0,Day,Light rain,Null,Grafton West,Grafton,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Green Bay South,Green Bay ,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Greenhithe East,Greenhithe,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Greenhithe South,Greenhithe,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Greenlane Central,Greenlane ,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Grey Lynn Central,Grey Lynn ,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Grey Lynn East,Grey Lynn ,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Grey Lynn West,Grey Lynn ,5041845.951086956,1600750.0,2
2020H2,0,Day,Light rain,Null,Hamilton Estate,Waiuku,5041845.951086956,1600750.0,2
2020H2,0,Day,Light rain,Null,Henderson Lincoln East,Henderson,5041845.951086956,1600750.0,3
2020H2,0,Day,Light rain,Null,Henderson Lincoln South,Henderson,5041845.951086956,1600750.0,2
2020H2,0,Day,Light rain,Null,Henderson North East,Henderson,5041845.951086956,1600750.0,3
2020H2,0,Day,Light rain,Null,Henderson Valley Park,Henderson,5041845.951086956,1600750.0,3
2020H2,0,Day,Light rain,Null,Highland Park (Auckland),Highland Park (Auckland),5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Hillcrest North (Auckland),Hillcrest (Auckland),5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Hillpark North,Hillpark,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Hillpark South,Hillpark,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Hillsborough Central (Auckland),Hillsborough (Auckland),5041845.951086956,1600750.0,2
2020H2,0,Day,Light rain,Null,Hillsborough North (Auckland),Hillsborough (Auckland),5041845.951086956,1600750.0,3
2020H2,0,Day,Light rain,Null,Hillsborough South (Auckland),Hillsborough (Auckland),5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Hilltop (Auckland),Flat Bush,5041845.951086956,1600750.0,2
2020H2,0,Day,Light rain,Null,Hobson Ridge North,Auckland City Centre,5041845.951086956,1600750.0,2
2020H2,0,Day,Light rain,Null,Hobson Ridge South,Auckland City Centre,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Huntington Park,East Tamaki,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Kaipara Hills,Rodney East,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Karangahape East,Auckland City Centre,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Karangahape West,Auckland City Centre,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Kawakawa Bay-Orere,Franklin North,5041845.951086956,1600750.0,3
2020H2,0,Day,Light rain,Null,Kelston North,Kelston ,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Kelston South,Kelston ,5041845.951086956,1600750.0,3
2020H2,0,Day,Light rain,Null,Kingseat-Karaka,Franklin Central,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Kumeu Rural East,Kumeu,5041845.951086956,1600750.0,2
2020H2,0,Day,Light rain,Null,Kumeu-Huapai North,Kumeu,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Long Bay,Long Bay,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Mahurangi Peninsula,Mahurangi Peninsula,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Mangere Bridge,Mangere Bridge,5041845.951086956,1600750.0,2
2020H2,0,Day,Light rain,Null,Mangere Mascot,Mangere ,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Mangere Mountain View,Mangere Bridge,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Mangere North,Mangere ,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Manly East,Manly,5041845.951086956,1600750.0,2
2020H2,0,Day,Light rain,Null,Manukau Central,Manukau,5041845.951086956,1600750.0,9
2020H2,0,Day,Light rain,Null,Manurewa Central,Manurewa,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Manurewa South,Manurewa,5041845.951086956,1600750.0,3
2020H2,0,Day,Light rain,Null,Maraetai,Maraetai,5041845.951086956,1600750.0,2
2020H2,0,Day,Light rain,Null,Massey Keegan,Massey,5041845.951086956,1600750.0,2
2020H2,0,Day,Light rain,Null,Massey Road West,Mangere East,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Massey Royal Road West,Massey,5041845.951086956,1600750.0,2
2020H2,0,Day,Light rain,Null,Massey South,Massey,5041845.951086956,1600750.0,2
2020H2,0,Day,Light rain,Null,Maungawhau,Mount Eden  ,5041845.951086956,1600750.0,4
2020H2,0,Day,Light rain,Null,Middlefield,East Tamaki Heights,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Mission Bay,Mission Bay,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Morningside (Auckland),Morningside (Auckland),5041845.951086956,1600750.0,4
2020H2,0,Day,Light rain,Null,Mount Albert Central,Mount Albert,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Mount Albert North,Mount Albert,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Mount Albert South,Mount Albert,5041845.951086956,1600750.0,2
2020H2,0,Day,Light rain,Null,Mount Eden East,Mount Eden  ,5041845.951086956,1600750.0,2
2020H2,0,Day,Light rain,Null,Mount Eden North,Mount Eden  ,5041845.951086956,1600750.0,2
2020H2,0,Day,Light rain,Null,Mount Eden North East,Mount Eden  ,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Mount Roskill Central North,Mount Roskill,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Mount Roskill South East,Mount Roskill,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Mount St John,Epsom ,5041845.951086956,1600750.0,4
2020H2,0,Day,Light rain,Null,Mount Wellington East,Mount Wellington,5041845.951086956,1600750.0,3
2020H2,0,Day,Light rain,Null,Mount Wellington Hamlin,Mount Wellington,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Mount Wellington Industrial,Mount Wellington,5041845.951086956,1600750.0,6
2020H2,0,Day,Light rain,Null,Mount Wellington North East,Mount Wellington,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Mount Wellington West,Mount Wellington,5041845.951086956,1600750.0,3
2020H2,0,Day,Light rain,Null,Muriwai,Rodney West,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Narrow Neck,Narrow Neck,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,New Lynn Central,New Lynn ,5041845.951086956,1600750.0,3
2020H2,0,Day,Light rain,Null,New Lynn North West,New Lynn ,5041845.951086956,1600750.0,2
2020H2,0,Day,Light rain,Null,New Lynn Seabrook,New Lynn ,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,New Windsor South,New Windsor ,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Newmarket,Newmarket,5041845.951086956,1600750.0,3
2020H2,0,Day,Light rain,Null,North Harbour,North Harbour/Rosedale,5041845.951086956,1600750.0,2
2020H2,0,Day,Light rain,Null,Northcote Point (Auckland),Northcote Point (Auckland),5041845.951086956,1600750.0,3
2020H2,0,Day,Light rain,Null,Northcross,Northcross,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Okura Bush,Hibiscus and Bays Rural,5041845.951086956,1600750.0,2
2020H2,0,Day,Light rain,Null,Onehunga Central,Onehunga,5041845.951086956,1600750.0,2
2020H2,0,Day,Light rain,Null,Onehunga West,Onehunga,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Onehunga-Te Papapa Industrial,Onehunga,5041845.951086956,1600750.0,4
2020H2,0,Day,Light rain,Null,Orakei East,Orakei,5041845.951086956,1600750.0,2
2020H2,0,Day,Light rain,Null,Orakei West,Orakei,5041845.951086956,1600750.0,2
2020H2,0,Day,Light rain,Null,Oranga,Onehunga,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Oratia,Waitakere East,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Orewa South,Orewa,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Ormiston North,Flat Bush,5041845.951086956,1600750.0,3
2020H2,0,Day,Light rain,Null,Otahuhu Central,Otahuhu,5041845.951086956,1600750.0,5
2020H2,0,Day,Light rain,Null,Otahuhu East,Otahuhu,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Otahuhu South,Otahuhu,5041845.951086956,1600750.0,3
2020H2,0,Day,Light rain,Null,Otahuhu South West,Otahuhu,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Otara East,Otara,5041845.951086956,1600750.0,3
2020H2,0,Day,Light rain,Null,Otara South,Otara,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Otara South West,Otara,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Otara West,Otara,5041845.951086956,1600750.0,3
2020H2,0,Day,Light rain,Null,Oteha West,Oteha ,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Owairaka West,Mount Albert,5041845.951086956,1600750.0,2
2020H2,0,Day,Light rain,Null,Pakuranga Heights East,Pakuranga Heights ,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Pakuranga Heights South West,Pakuranga Heights ,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Pakuranga North,Pakuranga,5041845.951086956,1600750.0,4
2020H2,0,Day,Light rain,Null,Panmure Glen Innes Industrial,Saint Johns,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Papakura Central,Papakura,5041845.951086956,1600750.0,3
2020H2,0,Day,Light rain,Null,Papakura Massey Park,Papakura,5041845.951086956,1600750.0,2
2020H2,0,Day,Light rain,Null,Papakura North,Papakura,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Papakura North East,Papakura,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Papatoetoe Central East,Papatoetoe,5041845.951086956,1600750.0,4
2020H2,0,Day,Light rain,Null,Papatoetoe East,Papatoetoe,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Papatoetoe South West,Papatoetoe,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Parnell East,Parnell,5041845.951086956,1600750.0,2
2020H2,0,Day,Light rain,Null,Parnell West,Parnell,5041845.951086956,1600750.0,2
2020H2,0,Day,Light rain,Null,Patumahoe Rural,Patumahoe,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Penrose,Penrose,5041845.951086956,1600750.0,7
2020H2,0,Day,Light rain,Null,Pinehill North,Pinehill,5041845.951086956,1600750.0,2
2020H2,0,Day,Light rain,Null,Pinehill South,Pinehill,5041845.951086956,1600750.0,2
2020H2,0,Day,Light rain,Null,Point Chevalier East,Point Chevalier,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Point Chevalier West,Point Chevalier,5041845.951086956,1600750.0,3
2020H2,0,Day,Light rain,Null,Ponsonby West,Ponsonby,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Puhinui East,Manukau,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Puhinui North,Papatoetoe,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Puhoi Valley,Rodney East,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Pukekohe Central,Pukekohe Centre,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Pukekohe Hospital,Pukekohe Centre,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Pukekohe West,Pukekohe West,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Puni,Patumahoe,5041845.951086956,1600750.0,2
2020H2,0,Day,Light rain,Null,Quay Street-Customs Street,Auckland City Centre,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Queen Street,Auckland City Centre,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Queen Street South West,Auckland City Centre,5041845.951086956,1600750.0,2
2020H2,0,Day,Light rain,Null,Ramarama,Franklin Central,5041845.951086956,1600750.0,2
2020H2,0,Day,Light rain,Null,Randwick Park West,Randwick Park,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Ranui Domain,Ranui (Auckland),5041845.951086956,1600750.0,2
2020H2,0,Day,Light rain,Null,Ranui South West,Ranui (Auckland),5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Riverhead Forest,Coatesville-Riverhead,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Rosebank Peninsula,Avondale (Auckland),5041845.951086956,1600750.0,3
2020H2,0,Day,Light rain,Null,Rosehill,Rosehill,5041845.951086956,1600750.0,4
2020H2,0,Day,Light rain,Null,Rothesay Bay,Rothesay Bay,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Rowandale West,Manurewa,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Royal Oak West (Auckland),Royal Oak (Auckland),5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Saint Heliers North,Saint Heliers ,5041845.951086956,1600750.0,2
2020H2,0,Day,Light rain,Null,Saint Heliers South,Saint Heliers ,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Saint Johns West,Saint Johns,5041845.951086956,1600750.0,3
2020H2,0,Day,Light rain,Null,Saint Marys Bay,Saint Marys Bay,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Sandringham East,Sandringham ,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Sandspit,Mahurangi Peninsula,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Summerland North,Henderson,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Sunkist Bay,Beachlands,5041845.951086956,1600750.0,3
2020H2,0,Day,Light rain,Null,Sunnyhills West,Sunnyhills,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Sunnynook North,Sunnynook ,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Sunnynook South,Sunnynook ,5041845.951086956,1600750.0,2
2020H2,0,Day,Light rain,Null,Sunnyvale East,Sunnyvale,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Sunnyvale West-Parrs Park,Sunnyvale,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Sutton Park,Mangere East,5041845.951086956,1600750.0,2
2020H2,0,Day,Light rain,Null,Sylvia Park,Mount Wellington,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Takanini North,Takanini ,5041845.951086956,1600750.0,3
2020H2,0,Day,Light rain,Null,Takapuna South,Takapuna,5041845.951086956,1600750.0,2
2020H2,0,Day,Light rain,Null,Takapuna West,Takapuna,5041845.951086956,1600750.0,6
2020H2,0,Day,Light rain,Null,Tamaki West,Panmure,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Te Atatu Peninsula Central,Te Atatu Peninsula,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Te Atatu South-Central,Te Atatu South,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Te Atatu South-North,Te Atatu South,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Te Papapa,Onehunga,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,The Gardens (Auckland),The Gardens (Auckland),5041845.951086956,1600750.0,3
2020H2,0,Day,Light rain,Null,The Strand,Auckland City Centre,5041845.951086956,1600750.0,2
2020H2,0,Day,Light rain,Null,Three Kings South,Three Kings,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Titirangi South,Titirangi,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Totara Heights,Totara Heights,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Totara Vale North,Totara Vale ,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Totara Vale South,Totara Vale ,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Turanga,Franklin North,5041845.951086956,1600750.0,4
2020H2,0,Day,Light rain,Null,Unsworth Heights East,Unsworth Heights,5041845.951086956,1600750.0,2
2020H2,0,Day,Light rain,Null,Waiatarua,Waitakere East,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Waihoehoe,Franklin Central,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Waikoukou Valley,Helensville,5041845.951086956,1600750.0,5
2020H2,0,Day,Light rain,Null,Waikowhai Bay,Waikowhai,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Wairau Valley,Glenfield ,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Warkworth West,Warkworth,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Wesley West,Wesley,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Westgate South,Westgate,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Westlake,Milford,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Westmere South-Western Springs,Westmere ,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Weymouth South,Weymouth ,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Wiri North,Wiri,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Null,Wiri West,Wiri,5041845.951086956,1600750.0,2
2020H2,0,Day,Light rain,Null,Wynyard-Viaduct,Auckland City Centre,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Strong wind,Aorere Central,Mangere East,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Strong wind,Bombay Hills,Franklin Central,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Strong wind,Castor Bay North,Castor Bay,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Strong wind,Clevedon,Franklin North,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Strong wind,Dome Valley-Matakana,Rodney North,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Strong wind,Ellerslie Central,Ellerslie,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Strong wind,Glenbrook,Franklin West,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Strong wind,Glenfield East,Glenfield ,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Strong wind,Glenfield North,Glenfield ,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Strong wind,Karangahape East,Auckland City Centre,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Strong wind,Kingseat-Karaka,Franklin Central,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Strong wind,Manukau Central,Manukau,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Strong wind,Manurewa West,Manurewa,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Strong wind,Massey Central,Massey,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Strong wind,Mission Bay Eastridge,Mission Bay,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Strong wind,Orakei East,Orakei,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Strong wind,Otahuhu South West,Otahuhu,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Strong wind,Pukekohe North,Pukekohe North West,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Strong wind,Ramarama,Franklin Central,5041845.951086956,1600750.0,2
2020H2,0,Day,Light rain,Strong wind,Rosebank Peninsula,Avondale (Auckland),5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Strong wind,Royal Heights North,Massey,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Strong wind,Sunnynook South,Sunnynook ,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Strong wind,Sylvia Park,Mount Wellington,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Strong wind,Takanini North,Takanini ,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Strong wind,The Strand,Auckland City Centre,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Strong wind,Wiri North,Wiri,5041845.951086956,1600750.0,1
2020H2,0,Day,Light rain,Strong wind,Wiri West,Wiri,5041845.951086956,1600750.0,1
2020H2,0,Day,Mist or Fog,Frost,Redcastle,East Tamaki,5041845.951086956,1600750.0,1
2020H2,0,Day,Mist or Fog,Null,Bombay Hills,Franklin Central,5041845.951086956,1600750.0,1
2020H2,0,Day,Mist or Fog,Null,Dairy Flat North,Dairy Flat,5041845.951086956,1600750.0,1
2020H2,0,Day,Mist or Fog,Null,East Tamaki,East Tamaki,5041845.951086956,1600750.0,1
2020H2,0,Day,Mist or Fog,Null,Kohimarama Stadium,Kohimarama,5041845.951086956,1600750.0,1
2020H2,0,Day,Mist or Fog,Null,Leabank,Manurewa,5041845.951086956,1600750.0,1
2020H2,0,Day,Mist or Fog,Null,Massey Road West,Mangere East,5041845.951086956,1600750.0,1
2020H2,0,Day,Mist or Fog,Null,Mount Eden North,Mount Eden  ,5041845.951086956,1600750.0,1
2020H2,0,Day,Mist or Fog,Null,New Windsor East,New Windsor ,5041845.951086956,1600750.0,1
2020H2,0,Day,Mist or Fog,Null,Northcote Tuff Crater,Northcote (Auckland),5041845.951086956,1600750.0,1
2020H2,0,Day,Mist or Fog,Null,Onehunga-Te Papapa Industrial,Onehunga,5041845.951086956,1600750.0,2
2020H2,0,Day,Mist or Fog,Null,Otara East,Otara,5041845.951086956,1600750.0,1
2020H2,0,Day,Mist or Fog,Null,Patumahoe Rural,Patumahoe,5041845.951086956,1600750.0,1
2020H2,0,Day,Mist or Fog,Null,Sunnynook South,Sunnynook ,5041845.951086956,1600750.0,1
2020H2,0,Day,Mist or Fog,Null,Waikoukou Valley,Helensville,5041845.951086956,1600750.0,1
2020H2,0,Day,Mist or Fog,Strong wind,Glenbrook,Franklin West,5041845.951086956,1600750.0,1
2020H2,0,Night,Fine,Frost,Akoranga,Northcote (Auckland),5041845.951086956,1600750.0,1
2020H2,0,Night,Fine,Frost,Anselmi Ridge,Pukekohe North East,5041845.951086956,1600750.0,1
2020H2,0,Night,Fine,Frost,Auckland Airport,Mangere ,5041845.951086956,1600750.0,1
