date,SA22023_V1_00,SA32023_V1_00,weatherA,weatherB,light
2024-06-07,130400,51170,Fine,None,day
2024-06-07,153600,52010,Light rain,None,day
2024-06-07,165700,52290,Light rain,None,day
2024-06-07,123702,50820,Fine,None,night
2024-06-07,113700,50510,Fine,None,day
2024-06-07,163502,52200,Light rain,None,day
2024-06-07,145102,51260,Light rain,None,night
2024-06-07,118501,50730,Fine,None,day
2024-06-07,141801,51270,Light rain,None,night
2024-06-07,123800,50970,Fine,None,night
2024-06-07,131400,51130,Light rain,None,day
2024-06-07,139900,51430,Fine,None,day
2024-06-07,150600,51850,Light rain,None,day
2024-06-07,129101,51330,Fine,None,night
2024-06-07,170600,52470,Light rain,None,day
2024-06-07,139802,51530,Light rain,None,night
2024-06-07,129201,51220,Fine,None,night
2024-06-07,113600,50540,Fine,None,night
2024-06-07,139802,51530,Light rain,None,day
2024-06-07,131500,51340,Light rain,None,day
2024-06-07,153301,52010,Light rain,None,night
2024-06-07,141000,51400,Light rain,None,day
2024-06-07,119100,50650,Fine,None,night
2024-06-07,153000,51990,Light rain,None,day
2024-06-07,162601,52200,Light rain,None,night
2024-06-07,151900,51830,Light rain,None,night
2024-06-07,131300,51150,Fine,None,night
2024-06-07,140902,51590,Light rain,None,day
2024-06-07,163501,52200,Light rain,None,night
2024-06-07,163501,52200,Light rain,None,day
2024-06-07,124900,50960,Fine,None,night
2024-06-07,162601,52200,Light rain,None,day
2024-06-07,146301,51680,Light rain,None,night
2024-06-07,162602,52200,Light rain,None,day
2024-06-07,119901,50800,Fine,None,night
2024-06-07,113000,50480,Fine,None,day
2024-06-07,166301,51970,Light rain,None,day
2024-06-07,140000,51400,Fine,None,night
2024-06-07,113402,50530,Fine,None,day
2024-06-07,119000,50720,Fine,None,night
2024-06-07,121701,50940,Fine,None,night
2024-06-07,131300,51150,Fine,None,day
2024-06-07,119000,50720,Fine,None,day
2024-06-07,140000,51400,Fine,None,day
2024-06-07,150700,51760,Light rain,None,day
2024-06-07,156601,52000,Light rain,None,night
2024-06-07,166000,52310,Light rain,None,night
2024-06-07,164900,52320,Light rain,None,day
2024-06-07,154400,51980,Light rain,None,day
2024-06-07,164900,52320,Light rain,None,night
2024-06-07,111300,50420,Fine,None,night
2024-06-07,161400,51970,Light rain,None,day
2024-06-07,130000,51290,Light rain,None,night
2024-06-07,146700,51720,Light rain,None,day
2024-06-07,132300,51350,Fine,None,day
2024-06-07,150800,52010,Light rain,None,night
2024-06-07,151000,51960,Light rain,None,day
2024-06-07,124100,50860,Light rain,None,day
2024-06-07,138901,51560,Light rain,None,day
2024-06-07,132200,51440,Fine,None,night
2024-06-07,163901,52200,Light rain,None,night
2024-06-07,141300,51530,Light rain,None,night
2024-06-07,151000,51960,Light rain,None,night
2024-06-07,121401,50990,Fine,None,day
2024-06-07,114101,50440,Fine,None,day
2024-06-07,145700,51690,Light rain,None,day
2024-06-07,153700,51920,Light rain,None,night
2024-06-07,113800,50520,Fine,None,day
2024-06-07,122400,50900,Fine,None,night
2024-06-07,153900,51920,Light rain,None,day
2024-06-07,162101,52110,Light rain,None,night
2024-06-07,112902,50480,Fine,None,night
2024-06-07,119600,50930,Fine,None,day
2024-06-07,117900,50670,Fine,None,night
2024-06-07,153800,51910,Light rain,None,day
2024-06-07,128901,51310,Fine,None,night
2024-06-07,141600,51400,Fine,None,day
2024-06-07,166100,52310,Light rain,None,night
2024-06-07,141600,51400,Fine,None,night
2024-06-07,161400,51970,Light rain,None,night
2024-06-07,146600,51710,Light rain,None,night
2024-06-07,142301,51530,Light rain,None,night
2024-06-07,141802,51270,Light rain,None,night
2024-06-07,145500,51570,Light rain,None,night
2024-06-07,154300,51900,Light rain,None,night
2024-06-07,149702,51280,Light rain,None,day
2024-06-07,138700,51460,Fine,None,day
2024-06-07,154500,51820,Light rain,None,day
2024-06-07,163902,52200,Light rain,None,day
2024-06-07,114102,50440,Fine,None,day
2024-06-07,129902,51220,Fine,None,day
2024-06-07,150900,51830,Light rain,None,night
2024-06-07,138700,51460,Fine,None,night
2024-06-07,154500,51820,Light rain,None,night
2024-06-07,117800,50700,Fine,None,day
2024-06-07,132300,51350,Fine,None,night
2024-06-07,122001,50880,Fine,None,day
2024-06-07,154400,51980,Light rain,None,night
2024-06-07,163902,52200,Light rain,None,night
2024-06-07,161300,52120,Light rain,None,day
2024-06-07,142301,51530,Light rain,None,day
2024-06-07,149701,51280,Light rain,None,day
2024-06-07,117800,50700,Fine,None,night
2024-06-07,114102,50440,Fine,None,night
2024-06-07,111400,50430,Fine,None,night
2024-06-07,125400,51000,Fine,None,day
2024-06-07,165600,52280,Light rain,None,day
2024-06-07,125400,51000,Fine,None,night
2024-06-07,170700,52440,Light rain,None,night
2024-06-07,161500,52170,Light rain,None,night
2024-06-07,154300,51900,Light rain,None,day
2024-06-07,138901,51560,Light rain,None,night
2024-06-07,114101,50440,Fine,None,night
2024-06-07,163901,52200,Light rain,None,day
2024-06-07,128800,51060,Fine,None,day
2024-06-07,144800,51700,Fine,None,night
2024-06-07,124000,50840,Fine,None,day
2024-06-07,161300,52120,Light rain,None,night
2024-06-07,123600,50810,Fine,None,day
2024-06-07,150900,51830,Light rain,None,day
2024-06-07,125500,51000,Fine,None,night
2024-06-07,141500,51460,Fine,None,day
2024-06-07,138800,51520,Fine,None,day
2024-06-07,131900,51440,Fine,None,night
2024-06-07,153900,51920,Light rain,None,night
2024-06-07,162102,52110,Light rain,None,night
2024-06-07,154001,51990,Light rain,None,day
2024-06-07,129800,51210,Fine,None,day
2024-06-07,145000,51570,Light rain,None,night
2024-06-07,161900,52160,Light rain,None,day
2024-06-07,113800,50520,Fine,None,night
2024-06-07,162101,52110,Light rain,None,day
2024-06-07,151301,51770,Light rain,None,night
2024-06-07,129000,51330,Light rain,None,day
2024-06-07,121500,50830,Fine,None,day
2024-06-07,118200,50710,Fine,None,day
2024-06-07,119201,50910,Fine,None,night
2024-06-07,130300,51210,Fine,None,night
2024-06-07,120000,50740,Fine,None,night
2024-06-07,123701,50820,Fine,None,night
2024-06-07,145000,51570,Light rain,None,day
2024-06-07,145600,51570,Light rain,None,day
2024-06-07,139501,51560,Light rain,None,night
2024-06-07,144900,51690,Light rain,None,night
2024-06-07,125202,51050,Fine,None,night
2024-06-07,146400,51280,Light rain,None,night
2024-06-07,122101,50990,Fine,None,day
2024-06-07,129901,51220,Fine,None,day
2024-06-07,131801,51180,Fine,None,day
2024-06-07,112901,50480,Fine,None,day
2024-06-07,128902,51310,Fine,None,night
2024-06-07,124301,50960,Fine,None,day
2024-06-07,163600,52200,Light rain,None,night
2024-06-07,154001,51990,Light rain,None,night
2024-06-07,145800,51640,Light rain,None,day
2024-06-07,142101,51530,Light rain,None,night
2024-06-07,153700,51920,Light rain,None,day
2024-06-07,161900,52160,Light rain,None,night
2024-06-07,142201,51490,Light rain,None,night
2024-06-07,139501,51560,Light rain,None,day
2024-06-07,113900,50540,Fine,None,night
2024-06-07,113900,50540,Fine,None,day
2024-06-07,118100,50620,Fine,None,day
2024-06-07,125201,51050,Fine,None,day
2024-06-07,131900,51440,Fine,None,day
2024-06-07,110800,50410,Fine,None,day
2024-06-07,121901,50830,Fine,None,day
2024-06-07,150000,52010,Light rain,None,day
2024-06-07,141102,51250,Fine,None,night
2024-06-07,128902,51310,Fine,None,day
2024-06-07,163700,52240,Light rain,None,day
2024-06-07,118200,50710,Fine,None,night
2024-06-07,139300,51430,Fine,None,day
2024-06-07,146501,51710,Light rain,None,night
2024-06-07,139400,51400,Light rain,None,day
2024-06-07,145800,51640,Light rain,None,night
2024-06-07,166100,52310,Light rain,None,day
2024-06-07,139300,51430,Fine,None,night
2024-06-07,125201,51050,Fine,None,night
2024-06-07,164201,52220,Light rain,None,day
2024-06-07,151400,51830,Light rain,None,day
2024-06-07,153800,51910,Light rain,None,night
2024-06-07,162000,52110,Light rain,None,night
2024-06-07,131802,51180,Fine,None,day
2024-06-07,165200,52190,Light rain,None,night
2024-06-07,124200,50970,Fine,None,night
2024-06-07,150000,52010,Light rain,None,night
2024-06-07,122400,50900,Fine,None,day
2024-06-07,124200,50970,Fine,None,day
2024-06-07,131802,51180,Fine,None,night
2024-06-07,151400,51830,Light rain,None,night
2024-06-07,150700,51760,Light rain,None,night
2024-06-07,162000,52110,Light rain,None,day
2024-06-07,112102,50480,Fine,None,day
2024-06-07,163700,52240,Light rain,None,night
2024-06-07,141102,51250,Fine,None,day
2024-06-07,142201,51490,Light rain,None,day
2024-06-07,121600,50940,Fine,None,night
2024-06-07,139400,51400,Light rain,None,night
2024-06-07,130300,51210,Fine,None,day
2024-06-07,149702,51280,Light rain,None,night
2024-06-07,124100,50860,Light rain,None,night
2024-06-07,144800,51700,Fine,None,day
2024-06-07,140200,51460,Fine,None,night
2024-06-07,129300,51070,Light rain,None,day
2024-06-07,119700,50760,Fine,None,night
2024-06-07,131100,51470,Fine,None,night
2024-06-07,118600,50750,Fine,None,night
2024-06-07,124800,50950,Fine,None,day
2024-06-07,152700,52010,Light rain,None,day
2024-06-07,152101,52010,Light rain,None,night
2024-06-07,129400,51090,Fine,None,day
2024-06-07,112702,50480,Fine,None,night
2024-06-07,152101,52010,Light rain,None,day
2024-06-07,146100,51610,Light rain,None,day
2024-06-07,165502,52290,Light rain,None,night
2024-06-07,162901,51880,Light rain,None,night
2024-06-07,140300,51460,Fine,None,day
2024-06-07,163302,52200,Light rain,None,day
2024-06-07,142001,51540,Light rain,None,night
2024-06-07,162800,52200,Light rain,None,night
2024-06-07,150500,51760,Light rain,None,night
2024-06-07,114000,50540,Fine,None,day
2024-06-07,128901,51310,Fine,None,day
2024-06-07,139100,51520,Light rain,None,night
2024-06-07,130100,51340,Light rain,None,night
2024-06-07,141700,51460,Light rain,None,day
2024-06-07,131700,51300,Fine,None,day
2024-06-07,151500,51760,Light rain,None,night
2024-06-07,150302,51830,Light rain,None,day
2024-06-07,162800,52200,Light rain,None,day
2024-06-07,145200,51570,Light rain,None,night
2024-06-07,166200,52300,Light rain,None,day
2024-06-07,141900,51630,Light rain,None,night
2024-06-07,150302,51830,Light rain,None,night
2024-06-07,152800,51960,Light rain,None,day
2024-06-07,140800,51460,Fine,None,day
2024-06-07,118600,50750,Fine,None,day
2024-06-07,146000,51710,Light rain,None,day
2024-06-07,114000,50540,Fine,None,night
2024-06-07,113101,50520,Fine,None,night
2024-06-07,146201,51710,Light rain,None,night
2024-06-07,146301,51680,Light rain,None,day
2024-06-07,162602,52200,Light rain,None,night
2024-06-07,119901,50800,Fine,None,day
2024-06-07,152900,51780,Light rain,None,day
2024-06-07,150301,51830,Light rain,None,day
2024-06-07,129300,51070,Light rain,None,night
2024-06-07,118502,50730,Fine,None,night
2024-06-07,124900,50960,Fine,None,day
2024-06-07,131200,51170,Fine,None,day
2024-06-07,124800,50950,Fine,None,night
2024-06-07,170600,52470,Light rain,None,night
2024-06-07,122200,50780,Fine,None,night
2024-06-07,145200,51570,Light rain,None,day
2024-06-07,140200,51460,Fine,None,day
2024-06-07,162701,51880,Light rain,None,day
2024-06-07,163400,52180,Light rain,None,night
2024-06-07,165101,51970,Light rain,None,night
2024-06-07,123800,50970,Fine,None,day
2024-06-07,118502,50730,Fine,None,day
2024-06-07,152700,52010,Light rain,None,night
2024-06-07,131100,51470,Fine,None,day
2024-06-07,113401,50520,Fine,None,night
2024-06-07,140800,51460,Fine,None,night
2024-06-07,113101,50520,Fine,None,day
2024-06-07,146201,51710,Light rain,None,day
2024-06-07,111601,50470,Fine,None,night
2024-06-07,124700,51290,Light rain,None,day
2024-06-07,122101,50990,Fine,None,night
2024-06-07,130700,51080,Light rain,None,day
2024-06-07,152800,51960,Light rain,None,night
2024-06-07,146000,51710,Light rain,None,night
2024-06-07,164001,52230,Light rain,None,day
2024-06-07,150301,51830,Light rain,None,night
2024-06-07,140901,51590,Light rain,None,day
2024-06-07,152000,51870,Light rain,None,day
2024-06-07,166200,52300,Light rain,None,night
2024-06-07,120101,50860,Fine,None,day
2024-06-07,132100,51380,Fine,None,night
2024-06-07,129901,51220,Fine,None,night
2024-06-07,145700,51690,Light rain,None,night
2024-06-07,118001,50860,Fine,None,day
2024-06-07,161700,52110,Light rain,None,day
2024-06-07,124000,50840,Fine,None,night
2024-06-07,163803,52260,Light rain,None,day
2024-06-07,118300,50710,Fine,None,day
2024-06-07,130200,51140,Fine,None,day
2024-06-07,125202,51050,Fine,None,day
2024-06-07,139100,51520,Light rain,None,day
2024-06-07,139201,51190,Light rain,None,night
2024-06-07,163801,52260,Light rain,None,night
2024-06-07,132001,51300,Fine,None,night
2024-06-07,118100,50620,Fine,None,night
2024-06-07,120101,50860,Fine,None,night
2024-06-07,161800,52160,Light rain,None,night
2024-06-07,161700,52110,Light rain,None,night
2024-06-07,149800,51790,Light rain,None,night
2024-06-07,154101,51990,Light rain,None,day
2024-06-07,142202,51490,Light rain,None,night
2024-06-07,132400,51150,Fine,None,day
2024-06-07,130000,51290,Light rain,None,day
2024-06-07,146700,51720,Light rain,None,night
2024-06-07,132400,51150,Fine,None,night
2024-06-07,119500,50740,Fine,None,day
2024-06-07,119500,50740,Fine,None,night
2024-06-07,138800,51520,Fine,None,night
2024-06-07,145600,51570,Light rain,None,night
2024-06-07,141300,51530,Light rain,None,day
2024-06-07,132200,51440,Fine,None,day
2024-06-07,150800,52010,Light rain,None,day
2024-06-07,151301,51770,Light rain,None,day
2024-06-07,130200,51140,Fine,None,night
2024-06-07,139201,51190,Light rain,None,day
2024-06-07,163803,52260,Light rain,None,night
2024-06-07,154101,51990,Light rain,None,night
2024-06-07,119400,50650,Fine,None,night
2024-06-07,161800,52160,Light rain,None,day
2024-06-07,121500,50830,Fine,None,night
2024-06-07,132001,51300,Fine,None,day
2024-06-07,112800,50490,Fine,None,day
2024-06-07,128800,51060,Fine,None,night
2024-06-07,144900,51690,Light rain,None,day
2024-06-07,151200,52010,Light rain,None,day
2024-06-07,161500,52170,Light rain,None,day
2024-06-07,154201,51990,Light rain,None,night
2024-06-07,125300,50950,Fine,None,day
2024-06-07,161600,52110,Light rain,None,night
2024-06-07,146600,51710,Light rain,None,day
2024-06-07,132002,51300,Fine,None,day
2024-06-07,125300,50950,Fine,None,night
2024-06-07,141201,51540,Fine,None,night
2024-06-07,110800,50410,Fine,None,night
2024-06-07,132002,51300,Fine,None,night
2024-06-07,154201,51990,Light rain,None,day
2024-06-07,122001,50880,Fine,None,night
2024-06-07,142202,51490,Light rain,None,day
2024-06-07,113402,50530,Fine,None,night
2024-06-07,161600,52110,Light rain,None,day
2024-06-07,112901,50480,Fine,None,night
2024-06-07,163801,52260,Light rain,None,day
2024-06-07,141201,51540,Fine,None,day
2024-06-07,119400,50650,Fine,None,day
2024-06-07,165200,52190,Light rain,None,day
2024-06-07,146501,51710,Light rain,None,day
2024-06-07,123701,50820,Fine,None,day
2024-06-07,149800,51790,Light rain,None,day
2024-06-07,112800,50490,Fine,None,night
2024-06-07,130100,51340,Light rain,None,day
2024-06-07,118001,50860,Fine,None,night
2024-06-07,132100,51380,Fine,None,day
2024-06-07,154202,51990,Light rain,None,day
2024-06-07,139000,51430,Fine,None,night
2024-06-07,151200,52010,Light rain,None,night
2024-06-07,117900,50670,Fine,None,day
2024-06-07,154202,51990,Light rain,None,night
2024-06-07,139000,51430,Fine,None,day
2024-06-07,159101,52100,Light rain,None,day
2024-06-07,135000,51300,Light rain,None,day
2024-06-07,133800,51150,Fine,None,night
2024-06-07,133301,51150,Fine,None,night
2024-06-07,117202,50670,Fine,None,night
2024-06-07,160501,52140,Light rain,None,day
2024-06-07,126000,50960,Fine,None,night
2024-06-07,149300,51670,Light rain,None,night
2024-06-07,128301,50960,Fine,None,day
2024-06-07,160202,52140,Light rain,None,night
2024-06-07,147100,51720,Light rain,None,day
2024-06-07,137901,51520,Fine,None,night
2024-06-07,112101,50410,Fine,None,night
2024-06-07,155500,52030,Light rain,None,night
2024-06-07,142700,51240,Light rain,None,day
2024-06-07,138000,51370,Light rain,None,night
2024-06-07,149300,51670,Light rain,None,day
2024-06-07,128301,50960,Fine,None,night
2024-06-07,155401,51820,Light rain,None,day
2024-06-07,117202,50670,Fine,None,day
2024-06-07,155401,51820,Light rain,None,night
2024-06-07,160300,52090,Light rain,None,night
2024-06-07,114500,50460,Light rain,None,day
2024-06-07,138301,51510,Light rain,None,night
2024-06-07,155000,51860,Light rain,None,day
2024-06-07,133000,51120,Light rain,None,day
2024-06-07,117400,50620,Fine,None,night
2024-06-07,114600,50570,Fine,None,day
2024-06-07,121300,50790,Fine,None,day
2024-06-07,142600,51550,Light rain,None,day
2024-06-07,155100,51980,Light rain,None,night
2024-06-07,155200,51820,Light rain,None,night
2024-06-07,133200,51150,Fine,None,day
2024-06-07,125900,51000,Fine,None,night
2024-06-07,144400,51700,Fine,None,night
2024-06-07,133301,51150,Fine,None,day
2024-06-07,122700,50840,Fine,None,night
2024-06-07,160300,52090,Light rain,None,day
2024-06-07,133100,51300,Fine,None,day
2024-06-07,160700,52140,Light rain,None,day
2024-06-07,149400,51620,Light rain,None,day
2024-06-07,133200,51150,Fine,None,night
2024-06-07,161000,52120,Light rain,None,day
2024-06-07,154701,51930,Light rain,None,day
2024-06-07,120201,50910,Fine,None,day
2024-06-07,138502,51400,Fine,None,day
2024-06-07,117700,50690,Fine,None,night
2024-06-07,154701,51930,Light rain,None,night
2024-06-07,154801,51990,Light rain,None,day
2024-06-07,117600,50700,Fine,None,day
2024-06-07,114201,50460,Light rain,None,night
2024-06-07,161000,52120,Light rain,None,night
2024-06-07,114201,50460,Light rain,None,day
2024-06-07,144700,51640,Light rain,None,day
2024-06-07,125600,51030,Fine,None,day
2024-06-07,125600,51030,Fine,None,night
2024-06-07,146800,51610,Light rain,None,day
2024-06-07,132600,51350,Light rain,None,day
2024-06-07,133400,51150,Fine,None,day
2024-06-07,154902,51990,Light rain,None,night
2024-06-07,142501,51600,Light rain,None,day
2024-06-07,123500,50840,Fine,None,night
2024-06-07,138100,51430,Fine,None,night
2024-06-07,117300,50620,Fine,None,day
2024-06-07,114701,50610,Light rain,None,day
2024-06-07,160401,52080,Light rain,None,day
2024-06-07,170501,52460,Light rain,None,day
2024-06-07,160401,52080,Light rain,None,night
2024-06-07,112301,50500,Light rain,None,day
2024-06-07,114701,50610,Light rain,None,night
2024-06-07,120202,50910,Fine,None,night
2024-06-07,155301,51930,Light rain,None,day
2024-06-07,142600,51550,Light rain,None,night
2024-06-07,155301,51930,Light rain,None,night
2024-06-07,117300,50620,Fine,None,night
2024-06-07,169700,52470,Light rain,None,night
2024-06-07,125900,51000,Fine,None,day
2024-06-07,138000,51370,Light rain,None,day
2024-06-07,149600,51830,Light rain,None,night
2024-06-07,117400,50620,Fine,None,day
2024-06-07,138302,51510,Light rain,None,night
2024-06-07,170201,52460,Mist or Fog,None,day
2024-06-07,158602,52000,Light rain,None,night
2024-06-07,157400,51840,Light rain,None,day
2024-06-07,143700,51660,Light rain,None,day
2024-06-07,136300,51480,Fine,None,night
2024-06-07,111901,50430,Fine,None,day
2024-06-07,134900,51350,Light rain,None,night
2024-06-07,126801,51010,Fine,None,night
2024-06-07,120600,50940,Fine,None,night
2024-06-07,115601,50530,Fine,None,night
2024-06-07,157500,52000,Light rain,None,day
2024-06-07,120600,50940,Fine,None,day
2024-06-07,123100,50840,Fine,None,night
2024-06-07,158601,52000,Light rain,None,day
2024-06-07,127400,51050,Fine,None,night
2024-06-07,158602,52000,Light rain,None,day
2024-06-07,136300,51480,Fine,None,day
2024-06-07,134900,51350,Light rain,None,day
2024-06-07,157500,52000,Light rain,None,night
2024-06-07,136100,51230,Fine,None,day
2024-06-07,136100,51230,Fine,None,night
2024-06-07,158502,52040,Light rain,None,night
2024-06-07,157600,52060,Light rain,None,night
2024-06-07,148000,51650,Light rain,None,day
2024-06-07,116300,50630,Fine,None,night
2024-06-07,135100,51150,Fine,None,night
2024-06-07,116401,50870,Fine,None,day
2024-06-07,157701,52020,Light rain,None,day
2024-06-07,127300,51040,Fine,None,day
2024-06-07,148401,51730,Light rain,None,day
2024-06-07,158501,52040,Light rain,None,day
2024-06-07,143301,51700,Fine,None,night
2024-06-07,158502,52040,Light rain,None,day
2024-06-07,135000,51300,Light rain,None,night
2024-06-07,115501,50510,Fine,None,day
2024-06-07,116300,50630,Fine,None,day
2024-06-07,128401,50960,Fine,None,night
2024-06-07,116401,50870,Fine,None,night
2024-06-07,155801,51980,Light rain,None,night
2024-06-07,147002,51720,Light rain,None,night
2024-06-07,160501,52140,Light rain,None,night
2024-06-07,138100,51430,Fine,None,day
2024-06-07,144400,51700,Fine,None,day
2024-06-07,155100,51980,Light rain,None,day
2024-06-07,160700,52140,Light rain,None,night
2024-06-07,155000,51860,Light rain,None,night
2024-06-07,114500,50460,Light rain,None,night
2024-06-07,138302,51510,Light rain,None,day
2024-06-07,144500,51660,Light rain,None,night
2024-06-07,149500,51710,Light rain,None,day
2024-06-07,132900,51350,Light rain,None,night
2024-06-07,142501,51600,Light rain,None,night
2024-06-07,133000,51120,Light rain,None,night
2024-06-07,122600,50810,Fine,None,night
2024-06-07,138200,51480,Fine,None,day
2024-06-07,126200,51030,Fine,None,day
2024-06-07,138200,51480,Fine,None,night
2024-06-07,149400,51620,Light rain,None,night
2024-06-07,147400,51710,Light rain,None,night
2024-06-07,137500,51950,Light rain,None,day
2024-06-07,125800,51030,Fine,None,night
2024-06-07,147002,51720,Light rain,None,day
2024-06-07,138301,51510,Light rain,None,day
2024-06-07,111700,50430,Fine,None,day
2024-06-07,133100,51300,Fine,None,night
2024-06-07,126801,51010,Fine,None,day
2024-06-07,160601,52100,Light rain,None,day
2024-06-07,114600,50570,Fine,None,night
2024-06-07,120202,50910,Fine,None,day
2024-06-07,164302,52250,Light rain,None,day
2024-06-07,155200,51820,Light rain,None,day
2024-06-07,125800,51030,Fine,None,day
2024-06-07,169700,52470,Light rain,None,day
2024-06-07,128401,50960,Fine,None,day
2024-06-07,160601,52100,Light rain,None,night
2024-06-07,143200,51630,Light rain,None,night
2024-06-07,114400,50570,Fine,None,day
2024-06-07,128601,51010,Fine,None,night
2024-06-07,160000,52100,Light rain,None,day
2024-06-07,121200,50790,Fine,None,day
2024-06-07,126000,50960,Fine,None,day
2024-06-07,144300,51570,Light rain,None,day
2024-06-07,121200,50790,Fine,None,night
2024-06-07,123400,50810,Fine,None,night
2024-06-07,133400,51150,Fine,None,night
2024-06-07,160201,52140,Light rain,None,night
2024-06-07,142700,51240,Light rain,None,night
2024-06-07,117201,50670,Fine,None,night
2024-06-07,137500,51950,Light rain,None,night
2024-06-07,120203,50910,Fine,None,day
2024-06-07,126100,50960,Fine,None,night
2024-06-07,137701,51430,Fine,None,night
2024-06-07,144201,51700,Fine,None,day
2024-06-07,133600,51450,Fine,None,night
2024-06-07,164700,52320,Light rain,None,day
2024-06-07,133600,51450,Fine,None,day
2024-06-07,144201,51700,Fine,None,night
2024-06-07,137800,51430,Fine,None,day
2024-06-07,112600,50500,Light rain,None,day
2024-06-07,142801,51500,Light rain,None,night
2024-06-07,147201,51710,Light rain,None,day
2024-06-07,160202,52140,Light rain,None,day
2024-06-07,155601,51990,Light rain,None,night
2024-06-07,133700,51150,Fine,None,day
2024-06-07,120301,50920,Fine,None,day
2024-06-07,133700,51150,Fine,None,night
2024-06-07,155602,51990,Light rain,None,night
2024-06-07,133500,51380,Fine,None,day
2024-06-07,147100,51720,Light rain,None,night
2024-06-07,164700,52320,Light rain,None,night
2024-06-07,133500,51380,Fine,None,night
2024-06-07,155702,51980,Light rain,None,night
2024-06-07,114901,50570,Fine,None,night
2024-06-07,149200,51740,Light rain,None,night
2024-06-07,160100,52100,Light rain,None,day
2024-06-07,114801,50440,Fine,None,night
2024-06-07,112101,50410,Fine,None,day
2024-06-07,164302,52250,Light rain,None,night
2024-06-07,155701,51980,Light rain,None,night
2024-06-07,128200,51110,Fine,None,day
2024-06-07,165302,52270,Light rain,None,night
2024-06-07,137600,51480,Fine,None,day
2024-06-07,137901,51520,Fine,None,day
2024-06-07,159900,52100,Light rain,None,day
2024-06-07,142801,51500,Light rain,None,day
2024-06-07,155602,51990,Light rain,None,day
2024-06-07,137800,51430,Fine,None,night
2024-06-07,117100,50860,Light rain,None,night
2024-06-07,114801,50440,Fine,None,day
2024-06-07,137600,51480,Fine,None,night
2024-06-07,144300,51570,Light rain,None,night
2024-06-07,160000,52100,Light rain,None,night
2024-06-07,165501,52290,Light rain,None,day
2024-06-07,159900,52100,Light rain,None,night
2024-06-07,120203,50910,Fine,None,night
2024-06-07,165800,52280,Light rain,None,night
2024-06-07,155601,51990,Light rain,None,day
2024-06-07,160100,52100,Light rain,None,night
2024-06-07,117201,50670,Fine,None,day
2024-06-07,129902,51220,Fine,None,night
2024-06-07,147201,51710,Light rain,None,night
2024-06-07,149200,51740,Light rain,None,day
2024-06-07,155801,51980,Light rain,None,day
2024-06-07,155702,51980,Light rain,None,day
2024-06-07,126100,50960,Fine,None,day
2024-06-07,114901,50570,Fine,None,day
2024-06-07,117100,50860,Light rain,None,day
2024-06-07,128101,51040,Fine,None,night
2024-06-07,123400,50810,Fine,None,day
2024-06-07,128200,51110,Fine,None,night
2024-06-07,155701,51980,Light rain,None,day
2024-06-07,160201,52140,Light rain,None,day
2024-06-07,137701,51430,Fine,None,day
2024-06-07,146800,51610,Light rain,None,night
2024-06-07,128101,51040,Fine,None,day
2024-06-07,165501,52290,Light rain,None,night
2024-06-07,132501,51360,Light rain,None,night
2024-06-07,125500,51000,Fine,None,day
2024-06-07,164301,52250,Light rain,None,day
2024-06-07,138600,51560,Light rain,None,night
2024-06-07,112301,50500,Light rain,None,night
2024-06-07,138502,51400,Fine,None,night
2024-06-07,154801,51990,Light rain,None,night
2024-06-07,132700,51150,Fine,None,day
2024-06-07,160800,52100,Light rain,None,night
2024-06-07,114400,50570,Fine,None,night
2024-06-07,117500,50670,Fine,None,day
2024-06-07,164800,52320,Light rain,None,day
2024-06-07,154901,51990,Light rain,None,day
2024-06-07,160901,52100,Light rain,None,day
2024-06-07,132800,51380,Fine,None,day
2024-06-07,161100,52170,Light rain,None,day
2024-06-07,138600,51560,Light rain,None,day
2024-06-07,149701,51280,Light rain,None,night
2024-06-07,121401,50990,Fine,None,night
2024-06-07,120201,50910,Fine,None,night
2024-06-07,117700,50690,Fine,None,day
2024-06-07,161100,52170,Light rain,None,night
2024-06-07,132900,51350,Light rain,None,day
2024-06-07,144700,51640,Light rain,None,night
2024-06-07,161201,52170,Light rain,None,day
2024-06-07,161201,52170,Light rain,None,night
2024-06-07,132800,51380,Fine,None,night
2024-06-07,170501,52460,Light rain,None,night
2024-06-07,122501,50940,Fine,None,day
2024-06-07,154600,51820,Light rain,None,night
2024-06-07,132501,51360,Light rain,None,day
2024-06-07,128700,51300,Fine,None,day
2024-06-07,142400,51400,Fine,None,night
2024-06-07,166400,52190,Mist or Fog,None,day
2024-06-07,132600,51350,Light rain,None,night
2024-06-07,154600,51820,Light rain,None,day
2024-06-07,112600,50500,Light rain,None,night
2024-06-07,160901,52100,Light rain,None,night
2024-06-07,154902,51990,Light rain,None,day
2024-06-07,123600,50810,Fine,None,night
2024-06-07,160902,52100,Light rain,None,night
2024-06-07,132700,51150,Fine,None,night
2024-06-07,122501,50940,Fine,None,night
2024-06-07,128601,51010,Fine,None,day
2024-06-07,160902,52100,Light rain,None,day
2024-06-07,111602,50470,Fine,None,day
2024-06-07,138501,51420,Fine,None,night
2024-06-07,142400,51400,Fine,None,day
2024-06-07,147001,51720,Light rain,None,day
2024-06-07,164301,52250,Light rain,None,night
2024-06-07,147001,51720,Light rain,None,night
2024-06-07,149600,51830,Light rain,None,day
2024-06-07,155500,52030,Light rain,None,day
